asset_id,male,female,unknownUsers,percentMale,percentFemale,near_even,total_interactions
4041364,0,2,2,0%,100%,0,4
4041365,0,1,3,0%,100%,0,4
4041366,1,3,2,25%,75%,0,6
4041368,0,0,2,NaN%,NaN%,0,2
4041369,1,0,4,100%,0%,0,5
4041370,1,0,2,100%,0%,0,3
4041371,3,0,3,100%,0%,0,6
4041372,2,2,5,50%,50%,1,9
4041373,1,0,4,100%,0%,0,5
4041374,0,1,5,0%,100%,0,6
4041376,0,1,5,0%,100%,0,6
4041377,2,0,5,100%,0%,0,7
4041378,1,1,1,50%,50%,1,3
4041379,0,0,5,NaN%,NaN%,0,5
4041380,1,2,5,33%,67%,0,8
4041381,0,1,1,0%,100%,0,2
4041382,0,1,1,0%,100%,0,2
4041383,1,0,3,100%,0%,0,4
4041384,0,0,3,NaN%,NaN%,0,3
4041385,1,0,2,100%,0%,0,3
4041386,0,0,3,NaN%,NaN%,0,3
4041387,0,0,1,NaN%,NaN%,0,1
4041389,0,1,1,0%,100%,0,2
4041391,1,1,2,50%,50%,1,4
4041392,1,1,2,50%,50%,1,4
4041394,0,1,2,0%,100%,0,3
4041395,0,0,2,NaN%,NaN%,0,2
4041396,1,1,2,50%,50%,1,4
4041397,1,2,2,33%,67%,0,5
4041398,1,0,4,100%,0%,0,5
4041399,0,3,1,0%,100%,0,4
4041400,1,1,1,50%,50%,1,3
4041401,1,0,2,100%,0%,0,3
4041402,0,0,2,NaN%,NaN%,0,2
4041403,1,0,2,100%,0%,0,3
4041404,0,2,3,0%,100%,0,5
4041405,0,1,2,0%,100%,0,3
4041406,1,1,4,50%,50%,1,6
4041407,0,2,0,0%,100%,0,2
4041408,0,0,1,NaN%,NaN%,0,1
4041409,1,0,1,100%,0%,0,2
4041410,1,0,1,100%,0%,0,2
4041411,3,0,0,100%,0%,0,3
4041412,1,1,0,50%,50%,1,2
4041413,1,0,1,100%,0%,0,2
4041415,0,0,4,NaN%,NaN%,0,4
4041416,1,0,2,100%,0%,0,3
4041417,1,4,2,20%,80%,0,7
4041418,3,0,0,100%,0%,0,3
4041419,1,0,4,100%,0%,0,5
4041420,1,0,3,100%,0%,0,4
4041421,1,0,3,100%,0%,0,4
4041422,2,1,2,67%,33%,0,5
4041423,0,0,2,NaN%,NaN%,0,2
4041424,1,1,1,50%,50%,1,3
4041425,0,0,3,NaN%,NaN%,0,3
4041426,0,1,2,0%,100%,0,3
4041428,0,0,4,NaN%,NaN%,0,4
4041429,0,0,2,NaN%,NaN%,0,2
4041430,0,1,2,0%,100%,0,3
4041431,1,1,1,50%,50%,1,3
4041432,0,2,2,0%,100%,0,4
4041433,1,0,3,100%,0%,0,4
4041434,0,0,3,NaN%,NaN%,0,3
4041435,0,0,4,NaN%,NaN%,0,4
4041436,0,2,1,0%,100%,0,3
4041437,1,1,2,50%,50%,1,4
4041438,0,1,3,0%,100%,0,4
4041439,2,0,2,100%,0%,0,4
4041440,0,1,2,0%,100%,0,3
4041441,1,3,2,25%,75%,0,6
4041442,0,1,0,0%,100%,0,1
4041443,0,1,1,0%,100%,0,2
4041444,3,1,5,75%,25%,0,9
4041445,0,2,1,0%,100%,0,3
4041446,0,1,2,0%,100%,0,3
4041447,0,0,2,NaN%,NaN%,0,2
4041449,0,0,6,NaN%,NaN%,0,6
4041450,1,3,4,25%,75%,0,8
4041451,0,2,1,0%,100%,0,3
4041453,0,0,4,NaN%,NaN%,0,4
4041454,0,0,5,NaN%,NaN%,0,5
4041455,1,0,4,100%,0%,0,5
4041456,0,2,4,0%,100%,0,6
4041457,0,0,3,NaN%,NaN%,0,3
4041458,0,1,4,0%,100%,0,5
4041459,2,1,1,67%,33%,0,4
4041460,1,1,2,50%,50%,1,4
4041461,0,2,3,0%,100%,0,5
4041462,2,1,3,67%,33%,0,6
4041463,1,1,1,50%,50%,1,3
4041465,2,1,1,67%,33%,0,4
4041466,1,1,5,50%,50%,1,7
4041467,2,0,0,100%,0%,0,2
4041468,0,0,2,NaN%,NaN%,0,2
4041469,1,0,0,100%,0%,0,1
4041470,2,3,3,40%,60%,0,8
4041471,0,0,1,NaN%,NaN%,0,1
4041472,0,0,1,NaN%,NaN%,0,1
4041473,1,1,2,50%,50%,1,4
4041474,0,0,3,NaN%,NaN%,0,3
4041475,1,1,2,50%,50%,1,4
4041476,0,1,0,0%,100%,0,1
4041477,1,1,0,50%,50%,1,2
4041478,0,0,2,NaN%,NaN%,0,2
4041479,0,2,1,0%,100%,0,3
4041480,2,1,0,67%,33%,0,3
4041481,0,0,2,NaN%,NaN%,0,2
4041482,0,0,5,NaN%,NaN%,0,5
4041483,2,1,0,67%,33%,0,3
4041484,0,1,3,0%,100%,0,4
4041485,0,0,4,NaN%,NaN%,0,4
4041486,0,0,1,NaN%,NaN%,0,1
4041487,1,2,2,33%,67%,0,5
4041489,1,1,0,50%,50%,1,2
4041490,0,1,6,0%,100%,0,7
4041491,0,0,3,NaN%,NaN%,0,3
4041492,0,0,7,NaN%,NaN%,0,7
4041493,0,2,2,0%,100%,0,4
4041494,3,1,4,75%,25%,0,8
4041495,0,1,1,0%,100%,0,2
4041496,0,0,2,NaN%,NaN%,0,2
4041497,1,0,0,100%,0%,0,1
4041498,2,0,4,100%,0%,0,6
4041499,0,3,6,0%,100%,0,9
4041500,2,0,4,100%,0%,0,6
4041501,0,0,3,NaN%,NaN%,0,3
4041503,1,1,0,50%,50%,1,2
4041504,2,0,4,100%,0%,0,6
4041505,2,1,3,67%,33%,0,6
4041506,1,1,5,50%,50%,1,7
4041507,2,2,4,50%,50%,1,8
4041508,2,0,4,100%,0%,0,6
4041509,1,0,6,100%,0%,0,7
4041510,0,0,3,NaN%,NaN%,0,3
4041511,0,1,2,0%,100%,0,3
4041512,1,1,2,50%,50%,1,4
4041514,0,0,7,NaN%,NaN%,0,7
4041515,0,2,3,0%,100%,0,5
4041516,0,1,2,0%,100%,0,3
4041517,0,2,0,0%,100%,0,2
4041518,0,2,5,0%,100%,0,7
4041519,1,0,0,100%,0%,0,1
4041520,1,2,2,33%,67%,0,5
4041523,1,1,5,50%,50%,1,7
4041524,0,1,2,0%,100%,0,3
4041525,0,0,1,NaN%,NaN%,0,1
4041526,0,1,5,0%,100%,0,6
4041527,0,2,1,0%,100%,0,3
4041528,0,0,3,NaN%,NaN%,0,3
4041529,1,3,2,25%,75%,0,6
4041531,0,1,3,0%,100%,0,4
4041532,0,1,5,0%,100%,0,6
4041533,0,0,3,NaN%,NaN%,0,3
4041534,1,0,4,100%,0%,0,5
4041535,1,1,1,50%,50%,1,3
4041536,0,2,2,0%,100%,0,4
4041537,1,1,0,50%,50%,1,2
4041538,0,0,4,NaN%,NaN%,0,4
4041539,2,1,4,67%,33%,0,7
4041540,0,0,1,NaN%,NaN%,0,1
4041541,0,0,2,NaN%,NaN%,0,2
4041542,0,1,3,0%,100%,0,4
4041543,2,1,4,67%,33%,0,7
4041544,1,1,1,50%,50%,1,3
4041545,1,1,6,50%,50%,1,8
4041546,0,2,5,0%,100%,0,7
4041547,1,1,4,50%,50%,1,6
4041548,2,1,1,67%,33%,0,4
4041549,1,2,3,33%,67%,0,6
4041550,0,1,4,0%,100%,0,5
4041551,0,2,4,0%,100%,0,6
4041552,1,0,2,100%,0%,0,3
4041553,0,1,1,0%,100%,0,2
4041554,1,1,2,50%,50%,1,4
4041555,0,0,4,NaN%,NaN%,0,4
4041556,1,1,3,50%,50%,1,5
4041557,2,2,4,50%,50%,1,8
4041558,0,0,4,NaN%,NaN%,0,4
4041559,1,0,6,100%,0%,0,7
4041560,1,0,2,100%,0%,0,3
4041561,1,2,4,33%,67%,0,7
4041562,0,5,4,0%,100%,0,9
4041563,1,1,3,50%,50%,1,5
4041564,1,0,3,100%,0%,0,4
4041565,1,3,2,25%,75%,0,6
4041566,0,2,4,0%,100%,0,6
4041567,0,1,4,0%,100%,0,5
4041568,1,1,3,50%,50%,1,5
4041569,1,1,4,50%,50%,1,6
4041570,0,1,4,0%,100%,0,5
4041571,0,1,3,0%,100%,0,4
4041572,0,0,4,NaN%,NaN%,0,4
4041573,1,2,3,33%,67%,0,6
4041574,0,2,3,0%,100%,0,5
4041575,2,0,2,100%,0%,0,4
4041606,5,16,50,24%,76%,0,71
4041684,2,0,4,100%,0%,0,6
4041685,2,4,1,33%,67%,0,7
4041686,0,1,2,0%,100%,0,3
4041687,0,0,5,NaN%,NaN%,0,5
4041688,2,0,2,100%,0%,0,4
4041689,1,1,4,50%,50%,1,6
4041691,0,0,3,NaN%,NaN%,0,3
4041692,1,0,6,100%,0%,0,7
4041693,1,2,4,33%,67%,0,7
4041694,3,2,5,60%,40%,0,10
4041696,3,1,3,75%,25%,0,7
4041697,0,0,4,NaN%,NaN%,0,4
4041698,2,1,3,67%,33%,0,6
4041699,0,0,6,NaN%,NaN%,0,6
4041701,1,2,4,33%,67%,0,7
4041702,2,0,6,100%,0%,0,8
4041703,1,1,5,50%,50%,1,7
4041704,1,0,2,100%,0%,0,3
4041705,0,1,5,0%,100%,0,6
4041706,1,0,5,100%,0%,0,6
4041707,0,0,2,NaN%,NaN%,0,2
4041708,3,1,4,75%,25%,0,8
4041709,1,3,5,25%,75%,0,9
4041710,0,2,8,0%,100%,0,10
4041711,5,1,2,83%,17%,0,8
4041712,0,2,2,0%,100%,0,4
4041713,2,0,6,100%,0%,0,8
4041714,1,3,5,25%,75%,0,9
4041715,2,2,10,50%,50%,1,14
4041716,4,0,3,100%,0%,0,7
4041717,2,2,4,50%,50%,1,8
4041718,0,1,5,0%,100%,0,6
4041719,1,2,2,33%,67%,0,5
4041720,4,6,14,40%,60%,0,24
4041721,2,0,4,100%,0%,0,6
4041722,0,0,3,NaN%,NaN%,0,3
4041723,0,2,2,0%,100%,0,4
4041724,1,2,1,33%,67%,0,4
4041725,0,0,1,NaN%,NaN%,0,1
4041726,0,2,8,0%,100%,0,10
4041727,0,1,7,0%,100%,0,8
4041728,1,1,2,50%,50%,1,4
4041729,3,2,7,60%,40%,0,12
4041730,0,2,1,0%,100%,0,3
4041731,0,3,3,0%,100%,0,6
4041732,3,1,3,75%,25%,0,7
4041733,0,0,7,NaN%,NaN%,0,7
4041734,2,8,6,20%,80%,0,16
4041735,8,8,25,50%,50%,1,41
4041736,0,1,5,0%,100%,0,6
4041737,0,1,0,0%,100%,0,1
4041738,2,6,14,25%,75%,0,22
4041739,1,3,7,25%,75%,0,11
4041740,2,4,5,33%,67%,0,11
4041741,3,1,4,75%,25%,0,8
4041742,2,1,2,67%,33%,0,5
4041743,1,0,3,100%,0%,0,4
4041744,1,0,1,100%,0%,0,2
4041745,2,1,6,67%,33%,0,9
4041746,2,0,4,100%,0%,0,6
4041747,1,1,3,50%,50%,1,5
4041748,2,2,4,50%,50%,1,8
4041749,2,0,6,100%,0%,0,8
4041750,1,1,2,50%,50%,1,4
4041751,0,2,4,0%,100%,0,6
4041752,2,1,3,67%,33%,0,6
4041753,0,2,7,0%,100%,0,9
4041754,1,0,0,100%,0%,0,1
4041755,3,0,6,100%,0%,0,9
4041756,0,0,5,NaN%,NaN%,0,5
4041757,4,4,11,50%,50%,1,19
4041759,4,0,2,100%,0%,0,6
4041760,3,4,5,43%,57%,0,12
4041762,3,1,6,75%,25%,0,10
4041763,3,1,5,75%,25%,0,9
4041764,0,3,0,0%,100%,0,3
4041765,1,7,21,13%,88%,0,29
4041766,1,1,2,50%,50%,1,4
4041767,0,1,4,0%,100%,0,5
4041768,1,5,7,17%,83%,0,13
4041769,2,0,11,100%,0%,0,13
4041771,1,1,4,50%,50%,1,6
4041772,1,0,1,100%,0%,0,2
4041773,2,2,4,50%,50%,1,8
4041774,0,0,1,NaN%,NaN%,0,1
4041775,23,36,134,39%,61%,0,193
4041776,1,1,3,50%,50%,1,5
4041777,1,1,12,50%,50%,1,14
4041779,1,0,7,100%,0%,0,8
4041780,3,2,8,60%,40%,0,13
4041781,1,3,8,25%,75%,0,12
4041782,3,0,2,100%,0%,0,5
4041783,3,3,9,50%,50%,1,15
4041784,2,0,3,100%,0%,0,5
4041785,2,0,6,100%,0%,0,8
4041786,0,2,4,0%,100%,0,6
4041787,1,4,2,20%,80%,0,7
4041789,2,6,5,25%,75%,0,13
4041790,1,0,1,100%,0%,0,2
4041791,1,2,6,33%,67%,0,9
4041792,2,0,4,100%,0%,0,6
4041793,1,1,1,50%,50%,1,3
4041794,1,0,0,100%,0%,0,1
4041795,2,3,1,40%,60%,0,6
4041796,3,1,5,75%,25%,0,9
4041797,0,2,3,0%,100%,0,5
4041798,23,33,110,41%,59%,0,166
4041799,0,1,4,0%,100%,0,5
4041800,1,2,5,33%,67%,0,8
4041801,1,0,7,100%,0%,0,8
4041802,0,1,4,0%,100%,0,5
4041803,2,1,2,67%,33%,0,5
4041804,1,0,1,100%,0%,0,2
4041805,5,2,3,71%,29%,0,10
4041806,3,2,0,60%,40%,0,5
4041807,0,0,1,NaN%,NaN%,0,1
4041808,2,1,1,67%,33%,0,4
4041809,2,2,6,50%,50%,1,10
4041810,0,0,2,NaN%,NaN%,0,2
4041811,1,0,4,100%,0%,0,5
4041812,1,0,2,100%,0%,0,3
4041813,1,1,2,50%,50%,1,4
4041814,0,0,3,NaN%,NaN%,0,3
4041815,0,0,1,NaN%,NaN%,0,1
4041816,1,0,1,100%,0%,0,2
4041817,1,0,1,100%,0%,0,2
4041818,1,0,2,100%,0%,0,3
4041820,1,1,0,50%,50%,1,2
4041821,1,1,1,50%,50%,1,3
4041822,2,1,1,67%,33%,0,4
4041823,0,0,1,NaN%,NaN%,0,1
4041824,1,1,1,50%,50%,1,3
4041825,1,1,4,50%,50%,1,6
4041826,2,0,1,100%,0%,0,3
4041827,1,2,3,33%,67%,0,6
4041828,1,1,4,50%,50%,1,6
4041829,2,0,1,100%,0%,0,3
4041831,1,0,2,100%,0%,0,3
4041832,2,0,2,100%,0%,0,4
4041833,1,2,3,33%,67%,0,6
4041834,0,1,4,0%,100%,0,5
4041835,2,0,4,100%,0%,0,6
4041837,2,0,3,100%,0%,0,5
4041838,1,0,3,100%,0%,0,4
4041839,1,0,4,100%,0%,0,5
4041840,1,1,2,50%,50%,1,4
4041841,0,1,3,0%,100%,0,4
4041842,1,1,2,50%,50%,1,4
4041843,0,1,5,0%,100%,0,6
4041844,0,1,2,0%,100%,0,3
4041845,2,1,1,67%,33%,0,4
4041846,1,1,4,50%,50%,1,6
4041847,1,1,1,50%,50%,1,3
4041848,2,1,1,67%,33%,0,4
4041849,2,1,4,67%,33%,0,7
4041850,0,1,3,0%,100%,0,4
4041851,2,0,4,100%,0%,0,6
4041852,0,0,2,NaN%,NaN%,0,2
4041853,2,1,3,67%,33%,0,6
4041854,0,1,1,0%,100%,0,2
4041855,0,0,2,NaN%,NaN%,0,2
4041856,1,1,3,50%,50%,1,5
4041857,4,1,2,80%,20%,0,7
4041858,0,1,0,0%,100%,0,1
4041859,0,0,3,NaN%,NaN%,0,3
4041860,1,0,4,100%,0%,0,5
4041861,2,2,3,50%,50%,1,7
4041862,2,1,2,67%,33%,0,5
4041863,1,2,6,33%,67%,0,9
4041918,18,18,77,50%,50%,1,113
4041923,15,18,69,45%,55%,1,102
4041929,10,17,53,37%,63%,0,80
4041933,18,20,62,47%,53%,1,100
4041938,18,21,68,46%,54%,1,107
4041943,13,18,72,42%,58%,0,103
4041954,13,14,67,48%,52%,1,94
4041957,13,19,59,41%,59%,0,91
4042068,19,31,104,38%,62%,0,154
4042069,21,29,90,42%,58%,0,140
4042070,25,42,104,37%,63%,0,171
4042071,29,28,85,51%,49%,1,142
4042072,11,18,66,38%,62%,0,95
4042073,21,29,98,42%,58%,0,148
4042074,19,40,85,32%,68%,0,144
4042075,29,38,89,43%,57%,0,156
4042076,17,35,85,33%,67%,0,137
4042077,21,33,92,39%,61%,0,146
4042078,24,26,83,48%,52%,1,133
4042079,18,32,93,36%,64%,0,143
4042080,21,26,86,45%,55%,0,133
4042081,14,23,95,38%,62%,0,132
4042082,22,43,87,34%,66%,0,152
4042083,18,37,94,33%,67%,0,149
4042084,18,23,88,44%,56%,0,129
4042085,17,27,67,39%,61%,0,111
4042086,25,39,88,39%,61%,0,152
4042087,34,29,104,54%,46%,1,167
4042088,17,35,89,33%,67%,0,141
4042089,24,34,71,41%,59%,0,129
4042090,16,26,60,38%,62%,0,102
4042091,20,35,79,36%,64%,0,134
4042092,25,45,127,36%,64%,0,197
4042093,14,33,88,30%,70%,0,135
4042094,17,24,91,41%,59%,0,132
4042095,20,28,83,42%,58%,0,131
4042096,13,30,78,30%,70%,0,121
4042097,22,40,84,35%,65%,0,146
4042098,25,32,87,44%,56%,0,144
4042099,16,42,94,28%,72%,0,152
4042100,22,35,80,39%,61%,0,137
4042101,20,43,88,32%,68%,0,151
4042102,15,30,81,33%,67%,0,126
4042103,25,27,83,48%,52%,1,135
4042104,24,29,88,45%,55%,1,141
4042106,35,38,103,48%,52%,1,176
4042107,15,42,85,26%,74%,0,142
4042108,21,24,89,47%,53%,1,134
4042109,13,32,79,29%,71%,0,124
4042110,17,27,102,39%,61%,0,146
4042111,20,28,73,42%,58%,0,121
4042112,20,30,91,40%,60%,0,141
4042113,21,30,99,41%,59%,0,150
4042114,18,41,75,31%,69%,0,134
4042115,16,22,81,42%,58%,0,119
4042116,16,29,92,36%,64%,0,137
4042118,17,32,74,35%,65%,0,123
4042119,27,18,88,60%,40%,0,133
4042121,25,47,76,35%,65%,0,148
4042153,24,24,77,50%,50%,1,125
4042155,25,35,88,42%,58%,0,148
4042157,19,27,99,41%,59%,0,145
4042159,19,28,104,40%,60%,0,151
4042161,20,23,80,47%,53%,1,123
4042162,24,34,118,41%,59%,0,176
4042164,18,28,85,39%,61%,0,131
4042166,23,37,92,38%,62%,0,152
4042167,15,46,81,25%,75%,0,142
4042169,26,31,91,46%,54%,1,148
4042170,18,33,99,35%,65%,0,150
4042172,21,24,84,47%,53%,1,129
4042174,23,34,97,40%,60%,0,154
4042175,19,27,82,41%,59%,0,128
4042177,27,39,93,41%,59%,0,159
4042178,23,36,113,39%,61%,0,172
4042179,16,29,72,36%,64%,0,117
4042180,18,12,74,60%,40%,0,104
4042181,25,27,82,48%,52%,1,134
4042182,13,37,98,26%,74%,0,148
4042183,17,36,92,32%,68%,0,145
4042184,23,27,96,46%,54%,1,146
4042185,21,24,75,47%,53%,1,120
4042186,12,25,73,32%,68%,0,110
4042187,9,32,107,22%,78%,0,148
4042188,18,22,90,45%,55%,0,130
4042189,25,31,94,45%,55%,0,150
4042190,19,30,100,39%,61%,0,149
4042191,18,31,79,37%,63%,0,128
4042192,16,26,84,38%,62%,0,126
4042193,21,35,94,38%,63%,0,150
4042194,16,16,81,50%,50%,1,113
4042195,14,28,84,33%,67%,0,126
4042301,30,32,90,48%,52%,1,152
4042303,20,27,93,43%,57%,0,140
4042304,26,41,112,39%,61%,0,179
4042305,30,28,91,52%,48%,1,149
4042306,21,27,92,44%,56%,0,140
4042307,20,19,87,51%,49%,1,126
4042309,22,37,100,37%,63%,0,159
4042310,28,40,79,41%,59%,0,147
4042311,27,34,97,44%,56%,0,158
4042313,27,42,110,39%,61%,0,179
4042314,24,35,103,41%,59%,0,162
4042316,17,31,103,35%,65%,0,151
4042317,24,36,112,40%,60%,0,172
4042319,28,33,109,46%,54%,1,170
4042340,43,55,154,44%,56%,0,252
4042346,42,51,151,45%,55%,1,244
4042352,35,53,148,40%,60%,0,236
4042360,51,57,164,47%,53%,1,272
4042419,102,122,375,46%,54%,1,599
4042420,45,60,172,43%,57%,0,277
4042421,44,42,142,51%,49%,1,228
4042422,32,43,139,43%,57%,0,214
4042423,36,39,155,48%,52%,1,230
4042424,30,42,121,42%,58%,0,193
4042425,22,32,122,41%,59%,0,176
4042426,32,44,119,42%,58%,0,195
4042427,18,42,125,30%,70%,0,185
4042428,28,40,137,41%,59%,0,205
4042429,33,42,143,44%,56%,0,218
4042430,30,41,149,42%,58%,0,220
4042431,38,40,122,49%,51%,1,200
4042432,29,41,118,41%,59%,0,188
4042433,22,30,114,42%,58%,0,166
4042434,34,30,119,53%,47%,1,183
4042435,26,35,121,43%,57%,0,182
4042436,30,36,126,45%,55%,1,192
4042437,21,42,99,33%,67%,0,162
4042438,29,34,121,46%,54%,1,184
4042439,32,39,122,45%,55%,1,193
4042440,19,38,121,33%,67%,0,178
4042441,26,36,94,42%,58%,0,156
4042442,26,37,113,41%,59%,0,176
4042443,22,31,111,42%,58%,0,164
4042444,23,30,106,43%,57%,0,159
4042445,32,35,114,48%,52%,1,181
4042446,21,36,98,37%,63%,0,155
4042447,28,24,98,54%,46%,1,150
4042448,25,35,108,42%,58%,0,168
4042449,31,47,113,40%,60%,0,191
4042450,20,39,105,34%,66%,0,164
4042451,21,34,102,38%,62%,0,157
4042453,35,25,122,58%,42%,0,182
4042454,26,34,103,43%,57%,0,163
4042455,25,41,91,38%,62%,0,157
4042456,37,31,118,54%,46%,1,186
4042457,26,26,106,50%,50%,1,158
4042458,24,44,112,35%,65%,0,180
4042459,19,30,114,39%,61%,0,163
4042460,28,31,112,47%,53%,1,171
4042461,26,31,116,46%,54%,1,173
4042462,26,40,105,39%,61%,0,171
4042463,24,41,106,37%,63%,0,171
4042464,24,27,97,47%,53%,1,148
4042465,25,41,96,38%,62%,0,162
4042466,22,32,112,41%,59%,0,166
4042467,30,26,108,54%,46%,1,164
4042468,22,27,100,45%,55%,0,149
4042469,20,19,73,51%,49%,1,112
4042470,22,25,109,47%,53%,1,156
4042471,17,35,82,33%,67%,0,134
4042472,32,30,90,52%,48%,1,152
4042473,16,31,93,34%,66%,0,140
4042474,21,33,106,39%,61%,0,160
4042475,25,22,102,53%,47%,1,149
4042476,26,31,93,46%,54%,1,150
4042477,17,32,99,35%,65%,0,148
4042478,27,29,99,48%,52%,1,155
4042479,31,38,126,45%,55%,0,195
4042480,21,41,113,34%,66%,0,175
4042481,20,32,111,38%,62%,0,163
4042482,24,39,78,38%,62%,0,141
4042483,21,37,95,36%,64%,0,153
4042484,21,28,101,43%,57%,0,150
4042485,20,32,108,38%,62%,0,160
4042486,26,23,100,53%,47%,1,149
4042487,20,36,106,36%,64%,0,162
4042488,20,26,103,43%,57%,0,149
4042489,24,27,111,47%,53%,1,162
4042490,17,31,94,35%,65%,0,142
4042491,27,29,79,48%,52%,1,135
4042493,27,30,94,47%,53%,1,151
4042494,25,24,113,51%,49%,1,162
4042495,27,48,109,36%,64%,0,184
4042496,18,30,95,38%,63%,0,143
4042497,28,25,88,53%,47%,1,141
4042498,13,23,102,36%,64%,0,138
4042499,21,29,117,42%,58%,0,167
4042500,28,36,113,44%,56%,0,177
4042501,18,26,98,41%,59%,0,142
4042502,25,28,103,47%,53%,1,156
4042503,23,33,103,41%,59%,0,159
4042504,30,30,100,50%,50%,1,160
4042505,31,26,99,54%,46%,1,156
4042506,29,37,97,44%,56%,0,163
4042507,30,38,118,44%,56%,0,186
4042508,17,38,106,31%,69%,0,161
4042509,26,29,87,47%,53%,1,142
4042511,24,31,113,44%,56%,0,168
4042512,29,30,99,49%,51%,1,158
4042513,28,32,101,47%,53%,1,161
4042514,28,42,115,40%,60%,0,185
4042515,34,35,115,49%,51%,1,184
4042517,24,35,111,41%,59%,0,170
4042533,8,5,25,62%,38%,0,38
4042534,3,3,7,50%,50%,1,13
4042535,1,0,3,100%,0%,0,4
4042536,1,1,3,50%,50%,1,5
4042537,0,0,2,NaN%,NaN%,0,2
4042538,1,0,1,100%,0%,0,2
4042540,3,0,3,100%,0%,0,6
4042541,0,1,0,0%,100%,0,1
4042542,0,0,1,NaN%,NaN%,0,1
4042543,1,0,0,100%,0%,0,1
4042545,0,0,1,NaN%,NaN%,0,1
4042546,1,0,2,100%,0%,0,3
4042552,0,0,2,NaN%,NaN%,0,2
4042556,0,0,1,NaN%,NaN%,0,1
4042563,3,0,0,100%,0%,0,3
4042569,1,0,0,100%,0%,0,1
4042570,0,0,1,NaN%,NaN%,0,1
4042578,0,0,1,NaN%,NaN%,0,1
4042581,0,0,1,NaN%,NaN%,0,1
4042585,1,0,0,100%,0%,0,1
4042586,0,0,1,NaN%,NaN%,0,1
4042592,0,0,1,NaN%,NaN%,0,1
4042644,1,2,3,33%,67%,0,6
4042645,0,1,3,0%,100%,0,4
4042646,3,2,2,60%,40%,0,7
4042647,1,2,1,33%,67%,0,4
4042648,0,3,3,0%,100%,0,6
4042649,1,0,4,100%,0%,0,5
4042651,0,0,1,NaN%,NaN%,0,1
4042652,0,0,1,NaN%,NaN%,0,1
4042653,0,1,0,0%,100%,0,1
4042654,0,1,0,0%,100%,0,1
4042655,0,0,1,NaN%,NaN%,0,1
4042656,1,0,1,100%,0%,0,2
4042657,0,0,2,NaN%,NaN%,0,2
4042658,0,1,2,0%,100%,0,3
4042660,1,0,1,100%,0%,0,2
4042661,0,0,4,NaN%,NaN%,0,4
4042663,0,0,1,NaN%,NaN%,0,1
4042664,0,1,1,0%,100%,0,2
4042665,0,2,0,0%,100%,0,2
4042666,0,0,1,NaN%,NaN%,0,1
4042668,1,0,0,100%,0%,0,1
4042670,0,0,1,NaN%,NaN%,0,1
4042671,1,2,2,33%,67%,0,5
4042672,0,1,1,0%,100%,0,2
4042673,0,1,1,0%,100%,0,2
4042674,1,2,3,33%,67%,0,6
4042675,0,1,2,0%,100%,0,3
4042676,1,1,4,50%,50%,1,6
4042677,1,2,2,33%,67%,0,5
4042678,0,0,1,NaN%,NaN%,0,1
4042679,0,0,1,NaN%,NaN%,0,1
4042680,0,2,3,0%,100%,0,5
4042681,0,0,2,NaN%,NaN%,0,2
4042682,1,0,1,100%,0%,0,2
4042683,1,1,0,50%,50%,1,2
4042684,2,1,1,67%,33%,0,4
4042741,0,2,8,0%,100%,0,10
4042742,1,4,8,20%,80%,0,13
4042743,2,2,6,50%,50%,1,10
4042745,0,1,2,0%,100%,0,3
4042747,5,6,11,45%,55%,1,22
4042749,0,1,3,0%,100%,0,4
4042751,1,2,12,33%,67%,0,15
4042754,0,1,2,0%,100%,0,3
4042756,2,0,1,100%,0%,0,3
4042778,1,0,0,100%,0%,0,1
4042782,0,0,1,NaN%,NaN%,0,1
4042785,1,1,1,50%,50%,1,3
4042840,4,3,9,57%,43%,0,16
4042841,2,5,9,29%,71%,0,16
4042842,4,1,7,80%,20%,0,12
4042843,4,2,8,67%,33%,0,14
4042844,1,1,7,50%,50%,1,9
4042845,3,4,7,43%,57%,0,14
4042846,3,4,7,43%,57%,0,14
4042847,2,2,6,50%,50%,1,10
4042848,0,2,8,0%,100%,0,10
4042849,0,0,3,NaN%,NaN%,0,3
4042850,3,1,7,75%,25%,0,11
4042851,0,3,7,0%,100%,0,10
4042852,3,3,8,50%,50%,1,14
4042853,1,5,7,17%,83%,0,13
4042855,1,4,13,20%,80%,0,18
4042856,2,2,8,50%,50%,1,12
4042857,2,0,4,100%,0%,0,6
4042859,0,2,6,0%,100%,0,8
4042862,0,1,0,0%,100%,0,1
4042863,1,0,1,100%,0%,0,2
4042864,0,0,1,NaN%,NaN%,0,1
4042865,0,0,3,NaN%,NaN%,0,3
4042867,1,0,3,100%,0%,0,4
4042868,0,0,1,NaN%,NaN%,0,1
4042870,0,1,2,0%,100%,0,3
4042871,0,0,3,NaN%,NaN%,0,3
4042872,0,0,2,NaN%,NaN%,0,2
4042873,1,1,3,50%,50%,1,5
4042874,1,1,1,50%,50%,1,3
4042875,0,0,1,NaN%,NaN%,0,1
4042876,0,1,0,0%,100%,0,1
4042878,0,0,1,NaN%,NaN%,0,1
4042879,0,0,4,NaN%,NaN%,0,4
4042880,1,1,2,50%,50%,1,4
4042881,0,0,1,NaN%,NaN%,0,1
4042884,0,1,4,0%,100%,0,5
4042885,1,1,1,50%,50%,1,3
4042886,2,1,2,67%,33%,0,5
